"Gene","KO1","KO2","KO3","KOGFP1","KOGFP2","KOGFP3","RE1","RE2","RE3","WT1","WT2","WT3","RND1","RND2","RND3"
"FAM120A",23.6196755041694,23.7043676358455,23.683060569949,23.3466395207064,20.1741735140383,20.0605930321507,23.414786640774,23.4006871611134,23.3668832563884,23.5910747539899,20.3046086745194,23.6695465440503,19.7472456390296,21.9346314034673,24.9280195509918
"FAM120B",22.5289314491068,22.463648343563,22.472285518084,22.3534944262995,22.3767968106428,19.0455277170562,22.3958199104029,22.4835075514307,22.4263369376145,22.4982812092099,22.5813750722445,22.461915535228,21.1227003684726,18.2609746477936,21.8847686108343
"FAM120C",21.5033647698065,21.4829182213948,21.488728160497,21.6225447544951,21.3895546705242,21.4079849952217,21.3940617460635,21.2477919485388,21.3968362665676,21.6679842476172,21.599359895345,21.6949155504053,20.6410991930681,23.1689332762224,22.1520678606575
"FAM133B",19.2617299584841,22.0208856939681,21.8969254759606,22.5499442039555,22.0050282551482,21.9589551464067,22.0961215650251,21.4150810102334,22.0889502704393,22.1788195279765,21.6921450883113,22.1662685303514,23.130440634418,19.0103641936911,18.368318882589
"FAM135A",19.1123453237084,19.0497395563582,19.2519354007718,19.7103456994768,16.653012978946,19.9113480967747,19.5327002564018,19.6693833723479,19.0266098909748,19.4450451658197,19.8789070671763,19.4041145673036,21.3366307714265,20.4762982582717,19.41884704036
"FAM136A",22.2880761069951,21.9591140350264,25.2523919304293,25.6584330475036,24.9259911633654,25.1660564392829,25.6750819755488,25.1088739230755,25.7630500028894,25.4256745815283,25.0440506551814,25.2351955801096,18.5617950907888,22.7417769976273,17.0438496759157
"FAM151B",NA,16.0077281146323,19.6870902904164,16.0700999749198,19.4490438320437,19.4872924674675,19.5094212910337,NA,19.6439143049816,16.4041935852463,19.9952330292104,19.9525336674162,27.0381953036136,29.8109318846029,25.229580642979
"FAM161A",20.6468416892398,20.8667197548419,20.7830229960731,20.9024273761377,20.6278820553603,20.8168274194695,20.7568559841927,20.2697613355808,20.6331220619101,21.3034875728736,18.0041601040014,21.39255640973,20.4374960739577,22.0641977231351,20.4629355560274
"FAM161B",NA,21.6571064474444,NA,21.7829722219321,21.3465332106638,21.2594105407399,21.263714494223,21.1408328905258,21.7481305953262,21.6516267823571,21.4742906835892,21.6314919322003,22.6867309054299,21.6037435961359,25.6630992163099
"FAM162A",19.0690274999928,22.6076256068433,22.551001535696,22.7187178583431,23.0916153594343,22.8265205576442,22.2821908445607,22.7954586648732,19.0647717050774,22.4079362576263,22.4664807921774,22.6773658725853,24.3896566101686,22.247350984831,23.0579849492727
"FAM168A",21.8928507219371,21.6118560143096,21.5884113281547,21.9368902218096,21.9347177790089,21.1290540554725,21.1495399890789,21.2729577654612,21.4616318183076,21.6826877507442,21.3988903125641,21.6051661479777,21.5259312763189,20.1723664639452,20.5890229099116
"FAM168B",21.6119730486601,20.8976829971666,21.0710027005468,20.7360484287846,21.1548440619059,19.7365291049679,20.7212452443044,19.9370432949985,21.5515209930152,20.5606192473272,20.3427615785789,20.634523928692,20.1310631474771,23.6809320632802,23.281003913314
"FAM169A",22.1649919111672,22.4832253428256,22.5105053507744,22.2253466117523,22.4480759646343,22.2814761711304,22.4592880216125,22.7088588704742,22.3647676043746,22.0023016985656,22.1599055116114,22.1924767401022,22.7543702894805,15.1472446812022,21.6444433978873
"FAM171A1",19.6529184780099,20.0356072650699,19.6850070919971,19.9482559997803,19.7364300095819,19.8279644322541,19.8241057032154,20.2239203902616,20.1106527989911,20.0843957832868,20.1471204392519,20.1400184060638,21.0919389317381,21.5838031012226,20.9572203884552
"FAM171A2",20.0299584805205,19.8151049326966,19.9898047012723,20.8270038194276,20.267959369692,20.4601348875102,19.8130264593204,20.1049877112001,19.9795912649638,20.3050196754267,20.1759344596592,20.2071311262981,24.2582932888326,22.4029438670442,23.3156678469976
"FAM177A1",21.9103836193147,21.7939394174339,21.7746973933849,18.0088443874862,21.592235285579,21.4372949005123,21.6692328357634,21.7249642586293,21.4469792720109,21.1447646518054,21.2603504720009,21.4171880864634,20.0462114458454,23.9061360594923,20.9653037759314
"FAM193A",16.4095069570387,19.577393789972,16.2222100099194,20.2342303750103,19.5243484949427,13.0287694205234,19.877661583593,19.6282960111281,19.7991503729081,20.0860545671891,19.7558150439623,19.7617995508505,23.8445511928265,19.659626644986,22.9735349959678
"FAM200A",NA,19.61550391864,NA,19.8327355232314,16.8156709855126,19.8815934685532,16.8659869378905,19.8999778775111,NA,NA,19.5279713663453,19.7491803670848,24.2539669782608,21.6019552730478,17.9412826397151
"FAM20B",22.509590185453,22.2617049982257,22.1723267835048,22.1360937030941,22.1238539656106,22.1931845296455,22.2765492796581,18.893819953641,22.2792194868186,22.0520097629004,21.8529115865835,22.1189996693633,21.5290582677044,24.7771556664726,20.5954186696594
"FAM210A",22.0130919309708,22.1535300757436,18.9322147519684,21.8316860920352,22.3570533868998,22.0303704458631,22.175634519609,22.5483454621913,22.1958752917754,21.8819459023095,21.8936785167621,22.1520678606575,28.5022624398239,20.4093101303554,19.4041145673036
"FAM219A",20.2421274045404,20.3373529481582,20.4643483138867,20.3493535881264,20.3853052687811,19.9708375370192,16.823205505026,20.2291309588477,20.2421564864316,20.0381192405933,20.1559954043758,20.0512328425771,23.982138003065,21.1797341837318,20.430984357591
"FAM219B",20.3081079016656,20.5540969706374,20.6842435257522,20.799037299769,20.7156964393281,17.3977581817151,19.9946006606319,17.3996951561,20.3524034164913,20.5601107549441,20.5818303948787,20.3325370572642,NA,22.8865325614969,23.9771935255648
"FAM222B",NA,20.6690035400933,20.9993304881966,18.4292596136422,18.4115151256915,20.9131487284002,14.2455527062557,20.7246470745693,NA,20.8046454707603,20.721101692642,NA,28.372861108916,21.1369166621383,25.0751825552436
"FAM234A",19.9971105516063,19.9155030445342,16.5353513251271,20.2167505939249,19.9239193555549,20.023765180401,19.798767628053,20.0509274026469,19.9620670962524,20.1565657937814,20.0277265014105,19.8326891727252,22.6633691696467,20.027336393573,25.2304074670435
"FAM241A",NA,18.339515137159,18.7658882184548,18.4056941044416,19.1009163773037,19.0547367878426,18.8333286782277,19.159270219995,18.5716489638451,19.1495511525546,19.0833001220097,18.7645995051322,21.9390784148025,25.512322366434,27.5925438351029
"FAM241B",18.6973239462927,21.6592651437999,21.5814851810976,22.3716057075992,21.6005853538902,21.9892219309471,21.7789910887766,21.9250175886017,21.623354178989,21.9600436603957,18.5320628937639,21.630083558707,24.682063223444,27.1992075939233,23.7775076676158
"FAM32A",22.116090721054,21.792430881413,21.7181268770178,21.7877957736683,21.6923439152157,21.5618235192277,21.5728200181014,21.5064494793777,18.098093784497,21.6361276208932,21.4126111927095,18.3224079154766,22.6517723802726,21.0843367374547,28.6368730458096
"FAM3A",21.727670805014,21.54408809489,21.3212141214537,21.7233863904466,21.4353126556239,21.7974980704667,21.6638494927106,21.4627858184046,21.610155695062,21.776290450409,21.2856979634282,21.5435586383237,22.9837884620577,23.85090245379,23.016804207907
"FAM3C",23.2971963041541,20.0071381658695,23.2947542275441,23.4032195950039,23.3184509591547,23.3837988036284,20.1011511305056,23.4381188479519,23.3432498403822,23.3732124574787,23.1947768394896,23.360538489976,17.5726484216274,22.2191782714992,18.6764702018089
"FAM50A",24.6788538057927,24.5103333638005,24.6496141106092,24.5971786151629,24.6108915261504,24.4549277811197,24.4006592816922,24.3339704830711,24.5212167798907,24.5744742871202,24.5488825112085,24.6504987217464,22.0914647646337,19.4129543179903,16.7172480058276
"FAM50B",NA,19.3576056957636,19.1293283017231,NA,20.0026625846616,19.4982337239518,19.2399387649807,16.2930584673422,19.6905232215767,NA,19.9310664240716,19.8810168446579,21.5462991409907,27.8820707000112,25.2353223991174
"FAM53B",19.9936571154475,19.6258960873648,19.7533897880236,20.5504471320536,19.8699100728177,20.1794948678662,19.7358220756036,NA,20.0606458020607,20.0214232821086,20.2252556935775,19.9607274086686,24.0873608620508,21.6863667284951,20.5999282744447
"FAM53C",19.8796101706713,20.2385971648274,NA,19.8105512387569,19.5223420685077,19.8801664267729,19.1099428504636,20.2487985326668,19.6025665780825,19.8756893658462,19.6944259064689,16.4937460173721,20.231259859978,20.9198918782109,19.1996459879619
"FAM76A",19.8016562648646,19.7030045821866,19.8858825243679,19.9298565175582,19.9347865158488,19.5837585785916,19.5830294971917,19.8389653658962,19.5918656236701,19.9931595371661,19.7589030921759,20.0247852701693,21.9126090672035,NA,18.7979527709094
"FAM76B",20.5970477539375,20.8468209833537,20.5728991028666,20.7005269239388,21.0075543032901,20.6364122106551,20.6612431452991,20.755841117363,20.5413490573298,20.4717406961481,20.7698806097421,20.6411212487875,19.9621970419293,23.0224128559045,26.4264816445172
"FAM83D",22.5755482485091,22.2762823277441,22.2395079221311,22.7954017863681,22.4861800128153,22.5059617363987,22.4666824172768,22.3558105230979,22.3397486272281,22.7128053075287,22.4921067216919,15.9568525600225,23.1377963648468,23.2570768825351,19.5918491920533
"FAM83G",22.6649506788385,22.2387895646676,22.3035413632997,22.8302356858981,22.3832003921214,22.2792376268668,22.3385348276709,22.168081699086,22.3336453723076,22.6710004333395,22.4446229031441,22.4744251204945,28.6917785990464,19.3515043496236,22.6819611192687
"FAM83H",22.5420860391472,19.1762535152388,22.4458617960895,22.2088472644319,22.1929895610571,22.1504442607544,22.5153143652127,22.5439937318352,22.5887528304132,22.4379402326322,22.3184424082055,22.4999490197773,22.2216239947958,21.826501161738,19.5461333122415
"FAM89A",20.9991102314079,20.6444671628983,20.6946818001591,20.8704813690826,20.6993106469121,20.5203971171085,20.7228942289876,19.9811700646785,20.8296352579,20.6597877669312,20.7850540947165,20.9739474544389,21.1328668080463,22.056893341688,22.7273328162061
"FAM8A1",21.1387080250536,21.1967918058613,21.0321439550833,21.1351243250091,21.1904221242931,21.1888532131983,21.10390630304,21.3859355806168,21.1348348882448,21.229167933519,20.9527369821493,21.2515124602898,21.6885171181487,23.1856801721172,26.0511559699342
"FAM91A1",22.9207462781939,22.8842482291507,22.9131494590165,22.9897293562915,22.9508116302238,22.7965773480684,19.7199419057777,22.97755297335,23.0106699773448,22.8608977171135,19.5467852108999,22.9341866675242,20.9798926534478,20.5408148114535,22.3676275076508
"FAM98A",24.5444000977721,24.7679545755303,24.8882274119239,24.3998841092719,24.5231167663649,24.307493091941,24.7619722225859,24.5788602811159,24.8040773893013,24.3966267947932,24.5210824988107,24.5023224388002,26.35278217199,26.4621399592424,22.332302397036
"FAM98B",23.7585512996629,23.6409155661153,23.6206330771195,23.9739504314174,23.9457894068571,23.8063997582576,20.34804948403,20.0554889861024,23.806013521896,23.7079321138486,23.7179407733548,23.6546515418771,27.2810169707661,22.6160848252608,20.0299301809543
"FAM98C",22.504794746516,19.2822559001732,22.4904628680404,23.1502576868189,23.1828095621892,23.0386306887924,22.3847653091132,22.2234116726357,22.3268077179323,22.5913627770803,22.7646025420851,22.7490221722949,20.7519607795001,19.9725914151104,21.1779608461273
"FAN1",NA,20.2857656826605,NA,NA,NA,20.5769160809585,NA,20.3949597998126,NA,NA,20.7609221301779,NA,21.8596561058779,17.2663198874673,22.101822467743
"FANCA",19.5746766720688,19.7564862839215,19.6152758017012,20.1772358119877,19.9560740704265,20.0151182718641,19.4310017068814,19.4570301190417,19.5621660145827,19.8180781372315,19.7006259765575,19.8532684306979,22.8698886165742,22.3867439986168,29.1961411024329
"FANCB",20.2504152416405,20.3800593774309,17.012417215116,20.3118558338481,20.6761723105644,20.3191351466354,20.2595180088736,20.2244351111973,20.3531242056576,20.3926685522393,20.3642810943261,20.3632631940362,21.1661673742729,21.4058083459743,24.1717806850551
"FANCD2",22.3206449466166,22.5793210021792,22.4416294087263,22.5149133831896,22.6592684107825,22.6156246982405,22.3246846118738,22.2371297094518,22.335110350417,22.5474601148819,22.5051711651131,22.5803478276659,24.2667758911325,19.5162251862718,23.1310956559188
"FANCF",20.4839623643696,20.1882592238628,20.5889872376177,20.2028926435972,20.8157319558528,20.3310470406769,19.8812036004274,20.4710966630965,20.3724102362069,20.3725090769599,20.2496736552157,16.793869980018,18.2950245120323,20.9489496324822,19.5835033501937
"FANCG",21.1085123331966,20.9769059902209,17.6397222487731,21.193524758929,21.218730542297,17.736573695671,20.7286762014564,17.1952280075951,20.7785600480693,21.0497940539337,20.844136430101,21.0781905582483,22.9378698251451,18.7725884300536,23.3215375726265
"FANCI",23.285575778605,23.2407336949339,23.366339958577,23.3880011199122,23.5464459918731,23.32822937907,23.1866089262202,23.1093720572854,23.2890706065658,23.3496810496192,23.2810040548588,23.440305758258,22.7393100818519,23.0105083008187,26.0530588828696
"FANCL",21.7638036031457,21.3824831315076,21.4939985775047,21.8677737998091,21.4757942767587,21.3530321069312,21.4533590632584,20.7513299323807,17.9709652913304,21.1933484874598,20.7969814613618,21.3799457218087,22.5562812802765,21.5257955818004,18.9878579798769
"FANCM",18.7985224281976,18.9381437938656,18.9201492874288,18.9485440439808,18.9945633726082,12.1114617398577,18.874330024151,18.4613355543019,18.8767117787744,19.1332149756135,18.5117101936888,18.8372829853349,NA,22.0917975694241,23.8011562438931
"FAR1",23.4884154659371,23.4382163344052,23.4341569539964,23.3167817362135,23.316602362011,23.2405859526341,23.6933320019487,23.5610875781788,23.6160659741587,23.3968643505862,23.3543237795377,23.4204159356995,21.7726210476871,17.5441645244402,23.5350681592673
"FARP1",21.2837061612884,21.1992679534436,21.2502677645678,21.5944945528213,21.3808013550091,21.4377881319354,21.3106760135549,21.3705331025798,21.1145525541019,18.0844295226773,21.3290769394675,18.1673593391288,23.1806456803648,23.8649510387818,20.0754465058871
"FARP2",20.7528771409252,20.6765382088155,20.8059477127258,20.7155967403982,20.5519034832086,20.481968881632,20.8410744189732,20.4721484020333,20.8138336319782,17.301317561816,17.2131232103425,20.7295742779137,27.5995158374254,22.2205548699865,21.1814149572585
"FARS2",21.9303034926199,18.6137786752922,21.8528338841676,21.9160383432914,21.9936933904852,21.9055482314478,22.0441259265748,22.0710475600549,21.8956595909586,21.8473556127226,18.6023871558703,21.8419032841254,23.4860884155547,25.4350918422223,20.698193411469
"FARSA",26.5733840959542,26.2223388416035,26.3836291042311,26.4321937157124,26.1657883782423,26.1751452513357,26.4933141476422,26.5477084457468,26.4694027197118,26.2193559762981,26.0336372628807,25.9437798544441,21.7071779546743,19.2821314433959,25.4954705882526
"FARSB",27.1447022211032,26.9985393000616,27.2064283310823,26.9364450696802,27.0063513347546,26.7783097723544,27.0629618591378,26.4521165060022,27.1568238397945,26.7510145969524,26.6697459555766,20.0811206070147,23.5528160048971,29.4696665417775,24.1493005737532
"FAS",19.5058309331825,19.3676365717632,19.1944250317962,16.0192866601509,19.4083629149408,19.3106172190759,12.4698961486709,19.0645664793106,19.2499097084763,19.6009636740897,19.379297978178,19.595598050053,28.4645713900051,18.9019981856685,21.3399983844329
"FASN",28.3532315625958,28.2567994386381,28.3198628944204,25.0264150791568,28.3788255326804,28.2511320347615,28.5590998894088,24.9803842367804,28.7287874181568,28.5533079712011,28.6331774577816,28.5827035288787,22.7611336203229,24.7362504334643,22.4688119478821
"FASTKD1",21.5113844640244,18.233951966108,21.4932876812441,21.3034424208123,21.0803816580524,21.1742009500868,21.6357203341601,21.8577483134904,21.6351942328722,21.212516571308,21.1088351685495,21.2580696770618,20.4366414012912,21.9710435528067,22.5235834911152
"FASTKD2",23.2716482452255,20.2921924233353,23.6072983651931,23.1939754166247,23.517708670032,23.3192975280185,20.2395321040087,23.7763553169414,23.5558688299291,23.2623870899198,23.2930925761382,23.4634711151563,25.0364278178592,22.122414747849,21.9905271204887
"FASTKD3",21.5654103255215,21.5438328285926,21.7929189463233,21.4633582313875,21.7589388663258,21.2485935661499,21.7145955991062,21.2655154713803,21.7815093994584,21.0949764862484,20.9128396445196,21.3545716989719,21.1716667072034,20.9780191175418,NA
"FASTKD5",23.1423213348158,23.0316847146566,23.0731614146619,19.9951626263346,23.1541813454989,19.8066581749644,23.1643531777022,23.2544253166008,23.18630847681,19.7503471572432,22.9274595181897,23.0057045503604,20.7731198847817,17.0354005331168,22.6011559715066
"FAT1",18.0937579771437,21.3830492668164,21.3870028492472,21.5314690370018,21.4799331807782,21.4514697191115,21.6237386305323,21.6624436843847,21.5160438377542,21.4579334036645,21.3425733346747,21.4250299189042,12.9040700765461,22.3849686737454,28.4663944005786
"FAT4",20.463858594773,19.7940937549199,20.2625135483555,18.468596203064,21.0273836440812,21.1251851555341,21.0157873030949,19.5906181144209,NA,21.5683179957146,NA,NA,24.0096308854902,21.9400203191516,23.1714578135001
"FAU",27.9270123450591,27.350082699226,20.8017754469697,27.8167420432916,27.5814896275142,27.5338171021896,27.619164736408,27.2532578423489,27.7404385043898,27.4435336591172,27.2163971011311,27.3775198901275,19.6103994930028,22.4260256550078,23.0139942408926
"FBH1",20.7864044463982,17.4511064482394,20.6921071931372,20.8119147813921,20.8455038334186,20.6225478822849,20.61301963379,20.375371456411,20.7561173035186,20.5999155655387,17.3022819182573,20.8551635183874,NA,20.2584774728825,19.5440663919339
"FBL",26.7371703765723,26.8039887864436,26.804944193727,26.8505066697982,26.9998775646553,26.887197369474,26.8232768130626,26.6909860676522,26.764640617339,26.6225980377017,26.5295242064814,26.6433395852364,22.4289387411042,23.5618954033959,19.2798485865149
"FBLIM1",23.1565326198386,22.9290649453469,22.9142374839997,23.0821646377479,22.5151374751171,22.7641374088874,23.344402789322,22.8549577668954,23.4439819446771,23.7637759513301,20.1625154918863,23.5368204977195,22.6436016880393,18.1927069903682,28.6573913215289
"FBLN1",20.7839462140133,17.326008077731,17.3259378308635,21.0306206666413,20.9374679341676,20.868472175294,20.6620781062352,20.4814870792854,20.8054195567447,20.7332114922522,20.5142941211911,20.5836263795906,22.7237677938538,25.799355740087,24.8502659705998
"FBN2",20.0044372010953,19.8780539071609,19.7234543047124,20.2075029358764,16.3980422113363,19.9342538096599,16.3075388122346,19.1579019921853,19.4574189564586,20.131688688611,20.2145705155273,19.9839482913043,27.1783630654223,22.9877138471946,20.4900341011124
"FBRS",20.3342874722741,20.1126482149253,20.2556729144246,20.7773058895523,20.3071830173105,20.6184213512248,20.3972881569516,21.035070908899,20.3193556941528,17.0970342084348,20.1359710013085,17.03667803825,21.4978455037891,22.4959221033257,22.5959845071373
"FBRSL1",17.5122466428292,20.0748496506664,20.0924939191957,20.8160016014586,19.8579141931472,20.1709861644394,20.569417119907,21.0137090928962,20.3323698760055,20.5877473060692,20.157192715006,20.0069807141664,20.0828663010288,23.6635347601934,22.7241007884306
"FBXL12",19.3146850209217,16.0083410772396,19.1149598008326,18.9199427819818,18.9454895600144,15.680799034573,18.7230342683042,18.9773609878383,18.6628387176185,18.9010878499182,19.0999076584608,19.1899717119819,21.3398521770834,20.3077300157558,22.7917503331076
"FBXL15",19.7944571168063,19.9301612554823,19.8838752946062,20.3505540069868,20.092266787347,19.4247116916492,20.25405170648,19.921255478715,19.9760298380163,20.0727175020273,19.5689451092354,19.7521094623525,22.330160007224,21.5727945805596,23.9381449607247
"FBXL17",20.8644529307699,20.7337832972575,20.5054714054755,21.4212466228541,20.6743362531717,20.744542343563,20.4480638621817,17.2849054121577,17.1537499295481,20.9337007389386,20.461983958599,20.6878327073437,26.4528733263716,20.1130502747687,20.8436136400672
"FBXL18",23.0191176302429,22.8889694993691,22.9293311990309,22.8737138851663,22.8404942372361,22.5732204846426,22.8437251896162,22.5028094715141,22.9152570249186,22.9854776867229,22.9024982207767,23.0084729054208,20.2225343246133,24.1653095615707,20.6663531806502
"FBXL19",21.1417610293304,20.8645421003968,20.7636070915641,18.1112834296638,21.1014647165771,21.1081817668205,20.963040697873,20.8159930048403,21.2841276791154,21.2713182568883,20.8941227744651,21.1091088202067,23.0231328429894,22.7727813063333,19.7117459427187
"FBXL20",21.9808434980874,21.7963224668301,21.7692183997597,21.8501185289171,18.4014253789059,21.7416023545061,21.7186645607983,21.9100841928215,14.9974882439224,21.7854740202982,21.7340604294239,18.3846699391402,24.0443425027935,19.0871701577916,22.0069519602607
"FBXL3",20.5477775660182,20.4356783988595,20.5900835289097,NA,20.4379541976687,20.3262067261397,20.4362438720711,20.498671016272,20.3506813309644,20.578006833265,20.6270511147205,20.5705432012609,23.9200872116539,15.5301014758168,20.5557555784584
"FBXL4",20.0881036883531,20.3996263211992,16.6343998461728,20.4006303594802,20.4876418348758,20.5791151809663,20.5723014661385,19.9902549570614,20.5988630612126,20.289842163227,20.3720870965988,20.3481013681815,NA,24.2507418063246,23.7819180550241
"FBXL6",21.0235066611605,20.8463787510044,20.8063379988584,20.8383960696899,17.2994852954744,20.3086634364929,20.5746055374282,20.4521939752396,20.6915390720072,20.6076129655639,20.6255920259771,21.0094944645912,15.1761341820989,21.7134406371386,23.5418093902072
"FBXL8",21.3278338448467,17.6607132163353,17.6855427167697,21.3658039301376,17.7554287765184,21.0648420802688,20.9945426566231,20.7929673863956,18.054546027359,20.6982247872444,20.6579656049386,20.9500446507447,21.0258228839099,20.7221946624448,19.3674040859396
"FBXO11",21.0049939778851,17.912275377406,21.1570958561938,21.0151264409524,21.1596194648425,21.0908444647174,17.9714032202457,21.5931508177475,18.0451890646972,20.9543021146721,20.9381531287115,21.1280610493165,22.1318390669446,19.6637926092673,22.8854759394622
"FBXO17",20.7839014655565,20.9638295462807,20.9119551380651,17.7196762510059,21.3657548142616,21.325208268616,20.9747261627365,21.1548972020069,20.8745724288858,20.8849798400587,20.74337988778,20.7897907231071,22.3376327897557,24.8961177016127,22.1705589812664
"FBXO2",20.4303412661239,20.3320463853622,20.3053426021202,21.0622905955751,20.9915737440325,20.7358220756036,20.9432101877744,20.7017903930578,20.9892565849926,19.3556500495411,19.2024945345864,19.1861819610295,25.3515954002494,14.2556925053694,20.5077385160653
"FBXO21",20.7819343588302,20.3179954816097,20.5461408503254,20.4600878802266,20.5203222957916,20.3788229576329,20.3509553631005,20.1609017677679,20.4485186429091,20.4252230757711,20.303444093136,20.5349449540865,19.7253745796783,21.4320310647932,24.2874906044971
"FBXO22",21.4552925999285,24.6898683348173,24.8092895593085,24.912568639293,25.1613769937649,24.7673417992996,24.468221804267,24.2887645010186,21.3142175634929,21.2678393871176,24.6064399485831,24.7150448157063,22.8353093071634,20.7317548898063,21.3183221378737
"FBXO28",21.1137046547174,21.1252936411755,21.2261105099954,21.328313349347,21.2096639685774,21.2854541478686,21.1070011926793,20.8034957813556,21.2607243208484,21.2355678601155,20.9040494899974,21.2770194492836,26.6155551333438,21.2772175787508,19.8839826559607
"FBXO3",21.9693218729449,21.8874445017093,18.5063269537014,22.2083117673551,22.3600457274991,22.0799808020552,21.8139334206991,18.4010878357083,21.9309809120989,21.882596036118,18.5949113668169,21.9963934912644,23.1284468800449,16.8192061319582,21.6515440148863
"FBXO30",23.3522377133691,23.2204288127299,23.2848121006798,23.1836611239262,23.2125551616223,22.9283117991576,23.1265856959353,22.5124766952341,23.2083140002458,23.0406378855717,22.9583365880909,23.1498895819296,27.2691137277106,21.6030820662331,25.2050457429574
"FBXO33",NA,13.0571456169107,NA,NA,20.1273495410591,20.1209668180097,20.341384172374,19.6143737578913,20.085367421366,20.1733880120922,NA,NA,22.822821700581,NA,25.7252874326293
"FBXO38",22.4311537593816,22.3782710391547,22.3056846585428,19.2847744073427,22.4257650065604,22.3294424322937,22.4114220250333,22.3067211869552,22.3416081311047,22.3426994662306,22.1554603050064,22.2626723942658,27.7932851843981,21.0651366980047,21.8916898982965
"FBXO4",22.490108795551,22.332359494831,22.4234711652745,22.1043293645322,22.1610595913825,21.9339308507563,21.9829229200441,21.6331291589102,21.9568398012842,22.5485439613961,22.4665696600459,22.6346289473425,20.8946016791076,21.8713589481801,21.211082654877
"FBXO41",20.9021373368747,20.8119766943703,21.0777825746857,20.283820876058,21.3504838660974,20.5021179623106,20.7151274764412,20.8989054199719,20.9109925298968,20.2909221839885,17.1967942067057,20.6301400089484,26.3350609964154,22.8875499244763,22.9605133744435
"FBXO42",21.2865132046076,20.819459536402,20.9400948991598,21.4592334810182,20.8201088283162,20.9416243729823,20.6596257740076,20.7689483439137,20.8719368131081,21.1569533323598,20.9288739855486,20.9680803429363,NA,23.9271911099774,24.3200524027849
"FBXO45",19.030836838614,19.3876408334646,18.9518282417371,19.0941679131627,19.1578427962977,18.968194276392,19.0995404431952,15.9708249013626,19.3653313874272,19.0490348901344,19.0523770033244,19.3062708921053,22.3853566202739,27.8505321717593,21.562002931697
"FBXO6",20.3591693789175,20.2023067994313,20.517826989776,20.6826457489795,20.336686336319,16.9349693183134,19.9083794261901,20.0136143717731,20.3514590580531,19.9187074950248,19.8754208998451,NA,19.6672934895151,24.1238608313783,23.7895411072491
"FBXO7",22.147140318683,22.2900596386626,22.2486390202773,22.0880988345207,22.4129543179903,15.5644472414244,22.2944850142367,15.6974020075027,22.3752478841245,22.2362288376603,19.1192653831758,22.2725990329828,25.7794513581956,25.312764401366,24.5564969333959
"FBXO9",21.9209045256446,21.6267539795966,21.7400207588296,18.7286811830894,21.8151545884805,21.8729269541779,21.6429551045819,21.3069606009164,21.713293789237,21.934494991559,21.3911717273186,21.6885760229297,22.3397064985196,23.0934591532077,20.9156955999297
"FBXW11",22.0502711521117,22.1917469199993,22.1568283810527,18.7911342653887,22.3967819257049,22.2337115319976,22.3163055654133,22.1024662604461,22.1966597532632,22.0785818142812,18.764009810229,22.1997879499842,26.9663888104649,21.4197683720545,24.975509961157
"FBXW2",20.6638151892232,20.0963098027621,20.5000151764918,20.2754209290473,20.1531710019244,20.0599609624803,16.7841875121252,20.5772471741068,20.423736587637,20.3146131142521,20.5188836291855,20.3421018033733,22.7747751982467,21.9039149349624,20.329527016315
"FBXW4",15.6204489520133,19.6737231394067,19.7910404410288,19.0253856223892,19.6239743410908,19.3217255539009,19.3143929469322,19.3858624006415,19.6181022641053,20.2643326345235,19.4880617488913,19.6317170556271,23.3675150012809,22.4692338992023,22.416063784594
"FBXW5",17.2151632541812,19.5432943092175,19.8839095914629,20.6967740041785,19.6256785250347,19.9583558833302,19.6274982612296,16.8838961710509,20.0488713051691,20.4750228787775,16.4105838486378,20.0576374763229,22.5857960317758,21.1814647011378,23.2227287310617
"FBXW8",21.6020005973593,21.5647881843913,21.1903009428401,21.5102518001569,21.3444362473997,21.2451946387117,21.4982673290653,20.86177224754,21.4218439696836,21.4475211645575,21.2873984465138,21.6387916260662,22.3068952595844,23.0708081840614,22.1277705066965
"FBXW9",21.2480514804535,21.1337242153741,21.2737273157627,21.1368102984133,21.4177278934897,21.3031396982766,21.1388479890406,17.8184760783774,21.2703945722269,21.2616949566207,21.2027503890274,21.2922143335814,20.6079515330155,18.4900869998685,24.2719721758973
"FCF1",22.6550115795108,22.5181327743379,22.6147873395222,22.5772854432067,22.6373534354461,22.5975668086462,22.7020895961516,15.945969570727,19.3074565424575,19.3265260427736,22.4531540599018,22.4092306151196,24.68008771292,28.4882316335522,29.3731931044932
"FCGRT",20.0432623006694,20.0317469645975,20.2548636912418,20.9297265149712,17.4410637626305,13.6207925735562,20.2450477879129,NA,20.5179471014178,16.7029572513359,19.6726100732331,20.2762732391499,22.0335833067185,21.1901399547195,21.2765379210084
"FCHO2",22.3889984376304,22.2901853824622,22.429790838012,12.5010907702745,22.5169669385477,22.3237444636477,22.4021192300815,21.9302020508164,22.3716296346448,22.2868033644229,22.2101995587341,22.3206647765109,20.2702645246771,15.9598887644268,16.8416626206124
"FCHSD1",18.0567117952629,21.0968508896902,21.3378559707957,21.7984816893459,21.5376520927197,21.2831087059091,21.0795733245179,21.7629180766622,21.0562665956785,21.4021122021178,21.2048666209926,21.3982123934721,21.9234381168549,21.0388567132265,26.0518038542199
